,,,,,,,,,
특성별(1),2016,2017,2018,2019,2020,2021,2022,2023 e)
전체,"3,211,727","3,402,562","3,447,417","3,514,241","3,076,530","3,566,595","4,022,623","4,247,773"
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
